"","TEAM_ABBREVIATION","ADV_TEAM_ABREVIATION","START_POSITION","MIN","FGM","FGA","FG3M","FG3A","FTM","FTA","OREB","DREB","AST","STL","BLK","TO","PF","PTS","PLUS_MINUS","RCK","WIN"
"2623","DAL","MIL","Center",1150,1,6,0,4,2,2,1,7,1,0,1,0,5,4,8,"NoRookie","Win"
"2624","DAL","MIL","Guard",1456,1,10,0,5,4,6,0,4,1,0,0,4,1,6,-9,"NoRookie","Win"
"2625","DAL","MIL","Not Started",1580,9,15,4,8,4,4,0,5,4,0,0,4,1,26,12,"NoRookie","Win"
"2626","DAL","MIL","Not Started",992,2,5,1,3,2,4,0,1,3,0,0,0,1,7,-9,"NoRookie","Win"
"2627","DAL","MIL","Not Started",1121,5,6,1,1,2,2,0,3,2,4,1,0,1,13,-12,"NoRookie","Win"
"2628","DAL","MIL","Not Started",393,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-7,"NoRookie","Win"
"2629","DAL","MIL","Not Started",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NoRookie","Win"
"2631","MIL","DAL","Forward",1706,4,12,1,5,0,0,2,4,3,1,1,1,2,9,-1,"NoRookie","Lose"
"2632","MIL","DAL","Forward",2063,18,31,1,6,11,16,4,10,4,1,1,3,3,48,-1,"NoRookie","Lose"
"2633","MIL","DAL","Center",1201,1,8,0,4,1,1,1,4,2,0,0,1,1,3,-9,"NoRookie","Lose"
"2634","MIL","DAL","Guard",1485,2,6,2,4,0,0,1,1,0,1,0,0,2,6,-4,"NoRookie","Lose"
"2635","MIL","DAL","Not Started",1448,4,10,0,4,2,2,1,1,3,2,0,0,2,10,-1,"NoRookie","Lose"
"2636","MIL","DAL","Not Started",1039,4,11,1,3,2,3,1,5,2,0,0,2,1,11,-10,"NoRookie","Lose"
"2637","MIL","DAL","Not Started",1347,1,6,0,2,0,0,1,3,2,0,0,0,1,2,-4,"NoRookie","Lose"
"2638","MIL","DAL","Not Started",695,2,5,1,3,0,0,1,0,1,0,0,0,1,5,-9,"NoRookie","Lose"
"2639","MIL","DAL","Not Started",163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,"NoRookie","Lose"
"2640","MIL","DAL","Not Started",1480,6,8,5,7,0,0,0,2,3,0,1,0,5,17,16,"NoRookie","Lose"
"2643","DAL","MIL","Guard",1940,4,9,1,2,4,4,1,3,11,1,0,2,2,13,5,"Rookie","Win"
"2644","DAL","MIL","Not Started",1714,4,7,2,5,0,0,1,6,0,0,1,1,6,10,8,"Rookie","Win"
"2646","MIL","DAL","Guard",1773,2,8,0,3,1,2,3,7,9,3,1,1,5,5,10,"Rookie","Lose"
"2647","MIA","MEM","Forward",2334,6,12,1,2,12,14,3,1,8,1,0,3,1,25,7,"NoRookie","Lose"
"2648","MIA","MEM","Forward",2607,4,12,0,1,6,8,0,13,5,3,3,4,5,14,-3,"NoRookie","Lose"
"2649","MIA","MEM","Center",999,1,2,1,2,0,0,1,3,2,0,1,0,3,3,7,"NoRookie","Lose"
"2650","MIA","MEM","Not Started",1860,6,9,1,3,2,3,0,1,0,4,2,1,5,15,-15,"NoRookie","Lose"
"2651","MIA","MEM","Not Started",1055,0,3,0,1,0,0,0,3,1,0,1,0,3,0,-6,"NoRookie","Lose"
"2654","MEM","MIA","Forward",2037,4,13,1,9,1,2,4,2,2,0,1,2,2,10,-4,"NoRookie","Win"
"2655","MEM","MIA","Center",1479,8,9,1,1,4,8,2,8,1,0,2,0,1,21,1,"NoRookie","Win"
"2656","MEM","MIA","Guard",1373,3,9,1,5,2,2,1,1,2,0,1,0,5,9,-5,"NoRookie","Win"
"2657","MEM","MIA","Not Started",949,1,3,0,0,0,0,0,1,2,0,1,0,0,2,11,"NoRookie","Win"
"2658","MEM","MIA","Not Started",843,1,2,0,0,1,2,1,2,1,1,0,2,1,3,11,"NoRookie","Win"
"2659","MEM","MIA","Not Started",650,3,6,2,4,0,0,1,0,3,0,0,0,1,8,0,"NoRookie","Win"
"2661","MIA","MEM","Guard",1395,4,6,4,6,0,0,0,3,0,0,0,1,5,12,8,"Rookie","Lose"
"2662","MIA","MEM","Guard",1708,8,16,2,4,0,0,2,0,3,0,0,3,1,18,-21,"Rookie","Lose"
"2663","MIA","MEM","Not Started",2273,7,20,2,5,6,6,1,4,3,1,0,1,1,22,-6,"Rookie","Lose"
"2664","MIA","MEM","Not Started",168,1,1,0,0,0,0,0,0,0,0,0,1,2,2,-6,"Rookie","Lose"
"2666","MEM","MIA","Forward",2097,5,14,5,11,0,0,0,5,2,2,0,4,2,15,4,"Rookie","Win"
"2667","MEM","MIA","Guard",1931,9,14,2,4,0,0,0,1,10,0,0,4,3,20,-4,"Rookie","Win"
"2668","MEM","MIA","Not Started",1507,3,7,1,1,9,11,4,3,4,1,0,3,1,16,12,"Rookie","Win"
"2669","MEM","MIA","Not Started",1534,5,9,0,1,4,5,3,6,1,0,1,0,4,14,9,"Rookie","Win"
"2671","SAS","HOU","Forward",1847,5,13,0,1,2,2,0,5,5,0,0,4,2,12,-14,"NoRookie","Lose"
"2672","SAS","HOU","Forward",1175,3,6,1,3,1,2,0,4,0,0,0,0,1,8,-2,"NoRookie","Lose"
"2673","SAS","HOU","Center",2276,7,14,1,3,4,4,2,10,4,1,2,0,3,19,-10,"NoRookie","Lose"
"2674","SAS","HOU","Guard",1731,6,12,6,9,0,0,0,2,0,1,0,3,4,18,5,"NoRookie","Lose"
"2675","SAS","HOU","Guard",1740,8,15,0,2,0,0,2,3,3,2,1,3,3,16,-1,"NoRookie","Lose"
"2676","SAS","HOU","Not Started",1149,1,4,0,2,2,2,0,1,1,0,0,1,0,4,-7,"NoRookie","Lose"
"2677","SAS","HOU","Not Started",1420,4,9,2,3,6,8,1,5,3,0,0,2,2,16,0,"NoRookie","Lose"
"2678","SAS","HOU","Not Started",1268,4,9,2,5,2,2,2,10,3,1,1,2,3,12,10,"NoRookie","Lose"
"2679","SAS","HOU","Not Started",607,1,3,0,0,0,0,1,1,3,0,0,1,1,2,8,"NoRookie","Lose"
"2680","SAS","HOU","Not Started",585,0,5,0,4,0,0,0,2,1,0,0,0,1,0,-6,"NoRookie","Lose"
"2682","HOU","SAS","Forward",1638,2,8,0,3,0,0,2,2,1,2,0,0,2,4,-8,"NoRookie","Win"
"2683","HOU","SAS","Forward",2285,3,6,2,5,1,2,2,9,0,2,0,1,4,9,7,"NoRookie","Win"
"2684","HOU","SAS","Center",2401,7,9,0,0,1,4,3,12,5,1,3,4,2,15,7,"NoRookie","Win"
"2685","HOU","SAS","Guard",2173,10,29,4,13,4,4,3,5,7,1,1,2,3,28,10,"NoRookie","Win"
"2686","HOU","SAS","Guard",2414,11,25,1,7,8,9,2,8,4,1,1,5,1,31,-10,"NoRookie","Win"
"2687","HOU","SAS","Not Started",1732,6,11,4,9,1,4,0,3,1,1,0,0,1,17,11,"NoRookie","Win"
"2688","HOU","SAS","Not Started",683,1,5,0,2,0,0,0,2,2,1,0,0,2,2,3,"NoRookie","Win"
"2689","HOU","SAS","Not Started",388,0,2,0,1,0,0,1,0,0,0,0,0,1,0,-6,"NoRookie","Win"
"2692","SAS","HOU","Not Started",602,0,1,0,1,0,0,0,2,0,0,0,2,2,0,7,"Rookie","Lose"
"2694","HOU","HOU","Not Started",686,0,3,0,3,3,4,1,3,0,0,1,0,3,3,-4,"Rookie","Win"
"2696","CLE","TOR","Forward",1479,4,10,3,6,1,2,1,1,1,1,0,1,1,12,-20,"NoRookie","Lose"
"2697","CLE","TOR","Forward",1517,4,10,1,5,0,0,0,7,4,0,0,3,0,9,-20,"NoRookie","Lose"
"2698","CLE","TOR","Center",1925,9,14,0,0,0,2,2,6,3,0,0,1,0,18,-22,"NoRookie","Lose"
"2699","CLE","TOR","Not Started",259,1,1,0,0,0,0,0,0,1,0,0,0,0,2,-6,"NoRookie","Lose"
"2700","CLE","TOR","Not Started",1363,3,6,1,4,0,0,2,4,3,0,1,1,2,7,0,"NoRookie","Lose"
"2701","CLE","TOR","Not Started",1352,2,7,2,5,3,3,0,1,0,1,0,0,1,9,6,"NoRookie","Lose"
"2702","CLE","TOR","Not Started",955,1,5,0,3,0,0,2,5,5,2,0,0,5,2,2,"NoRookie","Lose"
"2706","TOR","CLE","Forward",1671,6,9,0,2,0,0,2,7,1,1,0,0,2,12,9,"NoRookie","Win"
"2707","TOR","CLE","Forward",2131,13,24,5,8,2,2,0,4,4,0,0,2,2,33,16,"NoRookie","Win"
"2708","TOR","CLE","Center",1628,4,9,0,3,0,0,1,4,3,1,0,0,0,8,19,"NoRookie","Win"
"2709","TOR","CLE","Guard",2131,11,15,4,6,0,0,0,6,5,4,1,0,1,26,16,"NoRookie","Win"
"2710","TOR","CLE","Guard",2201,6,13,3,7,5,8,0,4,11,0,0,1,4,20,13,"NoRookie","Win"
"2711","TOR","CLE","Not Started",1316,2,2,2,2,0,0,0,1,2,1,0,2,2,6,9,"NoRookie","Win"
"2712","TOR","CLE","Not Started",1205,6,10,0,1,2,3,1,4,1,0,1,2,1,14,0,"NoRookie","Win"
"2713","TOR","CLE","Not Started",112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"NoRookie","Win"
"2715","CLE","TOR","Guard",1882,10,16,0,1,5,6,2,3,4,0,0,2,1,25,-24,"Rookie","Lose"
"2716","CLE","TOR","Guard",2267,7,14,4,8,2,2,0,2,5,2,0,1,1,20,-16,"Rookie","Lose"
"2717","CLE","TOR","Not Started",1401,3,7,1,3,2,2,0,1,4,0,0,1,4,9,0,"Rookie","Lose"
"2718","TOR","CLE","Not Started",1120,2,4,1,2,2,2,0,2,3,0,0,0,2,7,9,"Rookie","Win"
"2719","TOR","CLE","Not Started",773,2,3,1,1,2,2,2,3,1,0,0,0,4,7,5,"Rookie","Win"
"2720","TOR","CLE","Not Started",112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,"Rookie","Win"
"2721","WAS","DET","Center",1483,3,3,0,0,3,5,1,6,1,0,1,3,4,9,11,"NoRookie","Win"
"2722","WAS","DET","Guard",2232,12,24,5,9,6,7,1,2,10,1,0,2,2,35,17,"NoRookie","Win"
"2723","WAS","DET","Guard",1532,9,13,5,7,0,0,0,1,6,0,1,2,4,23,14,"NoRookie","Win"
"2724","WAS","DET","Not Started",2151,6,11,3,6,2,3,0,4,3,0,1,1,1,17,19,"NoRookie","Win"
"2725","WAS","DET","Not Started",1313,4,9,0,1,2,2,0,4,7,2,2,4,3,10,0,"NoRookie","Win"
"2726","DET","WAS","Forward",1564,3,8,2,7,2,2,0,0,3,0,0,0,0,10,-13,"NoRookie","Lose"
"2727","DET","WAS","Forward",1953,8,13,1,2,5,6,0,5,3,1,0,3,5,22,-8,"NoRookie","Lose"
"2728","DET","WAS","Center",1174,1,1,0,0,2,4,2,2,2,1,0,2,3,4,-7,"NoRookie","Lose"
"2729","DET","WAS","Guard",2203,6,11,2,7,0,0,2,4,6,0,0,3,3,14,-10,"NoRookie","Lose"
"2730","DET","WAS","Not Started",1706,5,10,0,1,2,8,3,3,1,1,1,2,3,12,-7,"NoRookie","Lose"
"2731","DET","WAS","Not Started",1733,3,10,2,7,0,0,1,1,2,1,0,1,1,8,-1,"NoRookie","Lose"
"2732","DET","WAS","Not Started",1713,8,17,2,5,4,4,2,4,8,1,0,3,1,22,-13,"NoRookie","Lose"
"2736","WAS","DET","Forward",1176,3,5,1,1,2,2,2,4,1,2,0,1,2,9,-4,"Rookie","Win"
"2737","WAS","DET","Forward",1021,3,4,0,1,1,1,1,1,0,0,0,1,0,7,-4,"Rookie","Win"
"2738","WAS","DET","Not Started",1652,4,9,2,3,0,0,1,5,2,1,0,1,3,10,13,"Rookie","Win"
"2739","WAS","DET","Not Started",1193,4,8,1,4,0,0,1,1,1,0,0,0,5,9,7,"Rookie","Win"
"2740","WAS","DET","Not Started",649,1,2,1,2,1,1,0,0,0,0,0,0,3,4,-3,"Rookie","Win"
"2743","DET","WAS","Guard",1595,5,10,2,4,8,8,2,4,3,1,2,0,3,20,-6,"Rookie","Lose"
"2744","DET","WAS","Not Started",760,2,6,2,6,1,2,0,1,1,0,1,0,0,7,-5,"Rookie","Lose"
"2745","SAC","GSW","Forward",2030,5,11,1,5,4,4,0,5,3,1,0,0,0,15,27,"NoRookie","Win"
"2746","SAC","GSW","Forward",1359,1,2,0,1,0,0,0,3,4,1,0,2,2,2,6,"NoRookie","Win"
"2747","SAC","GSW","Center",1554,4,5,0,0,1,2,0,5,1,2,1,6,5,9,14,"NoRookie","Win"
"2748","SAC","GSW","Guard",1999,8,11,2,5,1,1,0,4,4,2,0,3,2,19,21,"NoRookie","Win"
"2749","SAC","GSW","Guard",1885,2,7,1,2,2,2,0,2,5,1,0,2,1,7,13,"NoRookie","Win"
"2750","SAC","GSW","Not Started",1768,9,11,4,5,3,3,1,4,5,1,0,6,3,25,9,"NoRookie","Win"
"2751","SAC","GSW","Not Started",1584,2,2,1,1,0,0,2,1,2,1,2,3,1,5,2,"NoRookie","Win"
"2752","SAC","GSW","Not Started",614,0,1,0,1,1,1,0,4,1,0,0,2,0,1,4,"NoRookie","Win"
"2753","SAC","GSW","Not Started",117,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"NoRookie","Win"
"2756","GSW","SAC","Forward",1464,3,6,1,2,0,0,1,2,0,0,0,0,0,7,-1,"NoRookie","Lose"
"2757","GSW","SAC","Forward",1571,3,7,1,4,0,0,0,2,3,1,0,2,2,7,-6,"NoRookie","Lose"
"2758","GSW","SAC","Center",1783,7,9,0,0,0,1,0,5,2,6,0,3,2,14,1,"NoRookie","Lose"
"2759","GSW","SAC","Guard",2070,6,15,0,5,1,1,1,4,5,1,0,2,1,13,-7,"NoRookie","Lose"
"2760","GSW","SAC","Guard",1632,2,9,1,3,3,4,0,0,8,0,0,4,4,8,1,"NoRookie","Lose"
"2761","GSW","SAC","Not Started",1324,3,8,1,3,4,6,2,0,3,2,0,5,1,11,-16,"NoRookie","Lose"
"2762","GSW","SAC","Not Started",675,0,5,0,0,0,0,1,0,1,1,0,0,1,0,-15,"NoRookie","Lose"
"2763","GSW","SAC","Not Started",635,1,3,0,0,0,0,1,4,0,0,0,1,1,2,-17,"NoRookie","Lose"
"2764","SAC","GSW","Not Started",1326,7,13,1,2,2,3,1,5,2,0,0,2,5,17,7,"Rookie","Win"
"2765","SAC","GSW","Not Started",164,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Rookie","Win"
"2766","GSW","SAC","Not Started",977,1,7,1,6,2,2,0,0,1,2,0,1,1,5,-12,"Rookie","Lose"
"2767","GSW","SAC","Not Started",1173,2,3,1,1,2,2,0,0,1,0,1,2,3,7,-28,"Rookie","Lose"
"2768","GSW","SAC","Not Started",1096,2,4,0,1,1,2,1,1,0,1,0,0,1,5,-5,"Rookie","Lose"
"2769","NYK","DEN","Forward",2089,8,18,3,9,3,4,1,4,0,1,0,3,3,22,0,"NoRookie","Lose"
"2770","NYK","DEN","Forward",2180,8,19,1,6,3,3,2,7,2,1,0,1,2,20,0,"NoRookie","Lose"
"2771","NYK","DEN","Center",970,3,6,0,0,0,0,0,3,0,1,1,1,2,6,7,"NoRookie","Lose"
"2772","NYK","DEN","Guard",1427,4,6,2,4,3,3,1,4,4,4,0,0,2,13,10,"NoRookie","Lose"
"2773","NYK","DEN","Not Started",857,4,6,1,1,0,0,1,3,1,0,0,3,2,9,-7,"NoRookie","Lose"
"2774","NYK","DEN","Not Started",1523,5,13,0,3,0,0,3,4,11,1,0,0,2,10,-14,"NoRookie","Lose"
"2775","NYK","DEN","Not Started",413,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-15,"NoRookie","Lose"
"2777","DEN","NYK","Forward",2088,7,16,2,3,0,0,1,8,4,2,1,2,1,16,4,"NoRookie","Win"
"2778","DEN","NYK","Forward",1601,4,6,1,3,2,2,1,1,0,1,1,1,2,11,3,"NoRookie","Win"
"2779","DEN","NYK","Center",2148,10,22,2,5,3,4,3,7,5,1,1,2,1,25,4,"NoRookie","Win"
"2780","DEN","NYK","Guard",2307,5,11,2,6,3,4,1,2,3,1,0,1,1,15,8,"NoRookie","Win"
"2781","DEN","NYK","Guard",1957,5,14,2,6,2,2,3,3,4,0,0,1,2,14,2,"NoRookie","Win"
"2782","DEN","NYK","Not Started",2010,6,8,0,0,2,6,3,5,6,0,2,0,2,14,5,"NoRookie","Win"
"2783","DEN","NYK","Not Started",923,1,6,0,2,0,0,1,0,3,0,0,1,0,2,4,"NoRookie","Win"
"2787","NYK","DEN","Guard",2146,3,12,1,6,0,0,1,2,1,0,0,2,1,7,2,"Rookie","Lose"
"2788","NYK","DEN","Not Started",1474,4,5,0,0,0,0,3,4,0,1,1,1,4,8,-16,"Rookie","Lose"
"2789","NYK","DEN","Not Started",1321,5,8,0,2,0,0,2,2,1,0,0,0,1,10,3,"Rookie","Lose"
"2792","DEN","NYK","Not Started",709,2,3,1,2,0,0,0,1,0,0,0,0,0,5,4,"Rookie","Win"
"2793","DEN","NYK","Not Started",656,4,8,0,1,1,1,4,4,2,0,1,1,0,9,-4,"Rookie","Win"
"2795","PHI","BKN","Forward",1956,8,17,0,3,1,1,0,6,3,0,2,4,0,17,-17,"NoRookie","Lose"
"2796","PHI","BKN","Forward",1249,3,5,2,4,0,0,1,0,0,0,0,0,1,8,3,"NoRookie","Lose"
"2797","PHI","BKN","Center",1636,5,15,0,6,0,0,2,7,5,1,3,1,3,10,-13,"NoRookie","Lose"
"2798","PHI","BKN","Guard",1449,5,15,0,4,1,2,2,2,0,1,0,3,5,11,-9,"NoRookie","Lose"
"2799","PHI","BKN","Guard",1727,7,10,0,0,6,8,1,4,3,1,2,1,3,20,-11,"NoRookie","Lose"
"2800","PHI","BKN","Not Started",1173,1,4,1,3,0,0,1,2,2,0,1,0,2,3,-18,"NoRookie","Lose"
"2801","PHI","BKN","Not Started",1284,3,6,1,2,1,2,0,3,3,2,0,3,1,8,-15,"NoRookie","Lose"
"2802","PHI","BKN","Not Started",1244,1,1,0,0,0,0,0,4,0,0,2,2,3,2,-7,"NoRookie","Lose"
"2803","PHI","BKN","Not Started",874,2,6,0,2,0,0,0,1,1,2,1,0,2,4,-4,"NoRookie","Lose"
"2804","PHI","BKN","Not Started",387,2,5,1,2,0,0,0,2,0,0,0,1,0,5,3,"NoRookie","Lose"
"2805","PHI","BKN","Not Started",293,0,1,0,0,1,2,0,0,0,0,1,0,0,1,1,"NoRookie","Lose"
"2806","BKN","PHI","Forward",1490,7,11,2,4,0,0,0,2,1,0,0,1,1,16,6,"NoRookie","Win"
"2807","BKN","PHI","Forward",1501,4,12,0,1,0,0,0,6,4,2,0,3,4,8,16,"NoRookie","Win"
"2808","BKN","PHI","Center",1319,3,9,0,0,2,2,4,4,1,0,0,0,1,8,11,"NoRookie","Win"
"2809","BKN","PHI","Guard",1750,4,6,3,4,2,2,0,0,4,0,0,0,2,13,4,"NoRookie","Win"
"2810","BKN","PHI","Guard",1783,9,21,2,4,4,6,0,0,6,1,0,3,5,24,13,"NoRookie","Win"
"2811","BKN","PHI","Not Started",867,2,5,0,1,2,2,0,2,0,1,0,2,1,6,17,"NoRookie","Win"
"2812","BKN","PHI","Not Started",1379,3,6,0,2,2,2,0,5,1,1,0,2,2,8,14,"NoRookie","Win"
"2813","BKN","PHI","Not Started",1121,1,1,0,0,0,0,0,7,2,1,1,0,3,2,5,"NoRookie","Win"
"2814","BKN","PHI","Not Started",1303,6,9,0,0,1,3,5,6,2,1,0,2,0,13,10,"NoRookie","Win"
"2815","BKN","PHI","Not Started",258,1,4,0,2,0,0,1,1,0,0,0,0,1,2,-1,"NoRookie","Win"
"2816","PHI","BKN","Not Started",1128,0,1,0,0,0,2,0,0,2,2,1,1,0,0,-13,"Rookie","Lose"
"2817","BKN","PHI","Not Started",1097,2,5,1,3,1,1,0,3,1,1,0,1,2,6,7,"Rookie","Win"
"2818","BKN","PHI","Not Started",274,0,3,0,2,0,0,1,1,0,0,0,1,0,0,-1,"Rookie","Win"
"2819","BKN","PHI","Not Started",258,1,2,1,1,0,0,1,2,0,1,0,1,1,3,-1,"Rookie","Win"
"2820","LAL","ATL","Forward",2216,12,21,4,10,4,7,1,12,7,1,3,4,1,32,10,"NoRookie","Win"
"2821","LAL","ATL","Forward",2128,11,23,0,6,5,7,2,11,3,1,2,5,5,27,-3,"NoRookie","Win"
"2822","LAL","ATL","Center",923,1,2,0,0,1,2,3,2,1,1,1,5,1,3,0,"NoRookie","Win"
"2823","LAL","ATL","Guard",1254,2,8,0,5,6,6,1,5,0,2,0,0,1,10,5,"NoRookie","Win"
"2824","LAL","ATL","Guard",1612,4,11,0,2,3,5,2,1,2,1,0,1,1,11,0,"NoRookie","Win"
"2825","LAL","ATL","Not Started",1436,1,6,0,2,1,2,0,0,1,3,0,3,4,3,3,"NoRookie","Win"
"2826","LAL","ATL","Not Started",1008,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,"NoRookie","Win"
"2827","LAL","ATL","Not Started",910,0,2,0,2,2,2,1,1,1,1,0,0,2,2,2,"NoRookie","Win"
"2828","LAL","ATL","Not Started",1561,4,10,1,4,2,2,1,6,5,2,0,2,1,11,0,"NoRookie","Win"
"2829","LAL","ATL","Not Started",1352,1,1,0,0,0,0,2,5,1,1,3,2,4,2,8,"NoRookie","Win"
"2832","ATL","LAL","Forward",1607,4,10,2,5,2,2,1,4,1,1,1,1,5,12,-13,"NoRookie","Lose"
"2833","ATL","LAL","Center",1269,3,4,0,0,4,4,0,3,0,0,1,0,2,10,-6,"NoRookie","Lose"
"2834","ATL","LAL","Not Started",1260,3,10,1,4,0,0,0,1,2,1,0,0,4,7,10,"NoRookie","Lose"
"2835","ATL","LAL","Not Started",1402,4,8,1,2,0,0,2,5,3,0,0,1,3,9,3,"NoRookie","Lose"
"2836","ATL","LAL","Not Started",1094,1,5,1,5,0,0,0,2,1,1,0,1,2,3,5,"NoRookie","Lose"
"2841","ATL","LAL","Forward",2210,2,10,2,6,2,2,1,5,2,1,1,4,5,8,-12,"Rookie","Lose"
"2842","ATL","LAL","Guard",1409,2,7,1,3,0,0,1,3,2,1,1,3,1,5,-4,"Rookie","Lose"
"2843","ATL","LAL","Guard",2187,9,22,3,11,9,11,1,5,7,2,0,6,2,30,-4,"Rookie","Lose"
"2844","ATL","LAL","Not Started",1758,3,10,1,6,3,4,2,3,0,1,1,3,3,10,-3,"Rookie","Lose"
"2845","ATL","LAL","Not Started",204,0,0,0,0,2,2,0,3,0,0,0,0,0,2,-1,"Rookie","Lose"
"2846","CHA","IND","Forward",1758,6,11,0,1,7,10,6,6,2,0,1,0,3,19,-16,"NoRookie","Lose"
"2847","CHA","IND","Center",1662,5,10,0,0,1,2,8,9,2,0,1,2,4,11,-12,"NoRookie","Lose"
"2848","CHA","IND","Guard",1516,1,12,0,3,1,2,0,2,3,1,0,1,3,3,-4,"NoRookie","Lose"
"2849","CHA","IND","Not Started",1060,0,6,0,2,1,2,1,2,1,0,0,1,2,1,-3,"NoRookie","Lose"
"2850","CHA","IND","Not Started",1500,5,13,0,4,4,4,1,4,3,0,0,1,1,14,-20,"NoRookie","Lose"
"2851","CHA","IND","Not Started",227,1,2,0,0,0,0,0,1,1,0,0,0,0,2,0,"NoRookie","Lose"
"2852","CHA","IND","Not Started",227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NoRookie","Lose"
"2853","IND","CHA","Forward",1578,2,8,0,3,2,2,1,3,2,0,0,0,0,6,7,"NoRookie","Win"
"2854","IND","CHA","Forward",2044,5,10,0,0,2,2,2,10,4,0,0,0,5,12,15,"NoRookie","Win"
"2855","IND","CHA","Center",1556,6,14,2,7,0,2,0,10,2,0,5,1,1,14,19,"NoRookie","Win"
"2856","IND","CHA","Guard",1481,3,9,1,4,2,2,1,5,1,3,2,2,1,9,3,"NoRookie","Win"
"2857","IND","CHA","Guard",1520,4,11,1,5,2,2,1,0,7,1,0,1,3,11,6,"NoRookie","Win"
"2858","IND","CHA","Not Started",1309,4,8,1,4,0,0,0,2,1,2,0,0,1,9,16,"NoRookie","Win"
"2859","IND","CHA","Not Started",1360,6,10,0,1,0,0,0,1,8,0,0,0,2,12,16,"NoRookie","Win"
"2860","IND","CHA","Not Started",1307,2,4,2,4,0,0,1,4,1,0,0,1,3,6,11,"NoRookie","Win"
"2861","IND","CHA","Not Started",184,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,"NoRookie","Win"
"2862","IND","CHA","Not Started",184,1,3,1,2,0,0,0,1,1,0,0,1,0,3,-1,"NoRookie","Win"
"2863","CHA","IND","Forward",2100,4,12,1,6,1,1,0,4,1,0,0,1,3,10,-19,"Rookie","Lose"
"2864","CHA","IND","Guard",2240,3,18,3,14,3,6,0,6,4,2,2,3,2,12,-27,"Rookie","Lose"
"2865","CHA","IND","Not Started",1656,2,4,1,1,4,6,1,5,1,1,1,1,3,9,-9,"Rookie","Lose"
"2866","CHA","IND","Not Started",227,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,"Rookie","Lose"
"2867","CHA","IND","Not Started",227,1,3,0,1,0,0,0,0,0,0,0,0,0,2,0,"Rookie","Lose"
"2869","IND","CHA","Not Started",1257,6,10,2,5,9,10,1,5,2,0,0,2,4,23,19,"Rookie","Win"
"2870","IND","CHA","Not Started",478,1,1,0,0,0,0,1,1,1,0,2,1,3,2,0,"Rookie","Win"
"2871","IND","CHA","Not Started",142,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"Rookie","Win"
"2872","ORL","NOP","Forward",1965,7,11,1,2,6,7,1,10,3,2,1,1,2,21,7,"NoRookie","Win"
"2873","ORL","NOP","Forward",1992,3,13,1,5,2,4,1,3,2,1,0,2,3,9,11,"NoRookie","Win"
"2874","ORL","NOP","Center",1766,8,15,2,5,2,2,1,8,2,1,0,2,2,20,0,"NoRookie","Win"
"2875","ORL","NOP","Guard",1689,6,14,3,7,1,1,0,1,4,1,0,0,2,16,0,"NoRookie","Win"
"2876","ORL","NOP","Guard",1778,4,6,0,0,2,4,1,1,7,1,1,3,1,10,0,"NoRookie","Win"
"2877","ORL","NOP","Not Started",1414,5,9,4,6,0,0,1,2,1,1,0,0,1,14,9,"NoRookie","Win"
"2878","ORL","NOP","Not Started",1191,4,7,2,3,0,0,0,2,4,0,0,0,1,10,11,"NoRookie","Win"
"2879","ORL","NOP","Not Started",1491,4,8,2,3,7,7,0,1,8,1,0,1,2,17,6,"NoRookie","Win"
"2882","NOP","ORL","Forward",1614,9,16,3,7,0,1,2,4,6,1,0,3,5,21,-11,"NoRookie","Lose"
"2883","NOP","ORL","Center",1170,1,3,0,0,0,0,2,3,3,1,1,2,3,2,-18,"NoRookie","Lose"
"2884","NOP","ORL","Guard",2153,9,16,5,9,0,0,0,2,3,0,1,0,2,23,6,"NoRookie","Lose"
"2885","NOP","ORL","Guard",2407,12,20,4,7,1,2,2,2,8,1,1,4,1,29,-5,"NoRookie","Lose"
"2886","NOP","ORL","Not Started",1831,7,15,4,11,2,2,0,5,1,2,0,2,2,20,-8,"NoRookie","Lose"
"2887","NOP","ORL","Not Started",1623,3,7,2,4,1,3,2,3,6,1,0,2,2,9,-22,"NoRookie","Lose"
"2888","NOP","ORL","Not Started",496,1,2,0,1,0,0,0,0,0,0,0,1,1,2,-6,"NoRookie","Lose"
"2891","ORL","NOP","Not Started",1114,5,6,2,3,1,1,3,3,1,0,0,0,1,13,11,"Rookie","Win"
"2894","NOP","ORL","Forward",1396,1,4,1,4,0,2,1,5,4,0,3,1,2,3,2,"Rookie","Lose"
"2895","NOP","ORL","Not Started",1710,4,5,0,0,2,2,2,5,3,0,1,2,3,10,7,"Rookie","Lose"
